ignore	id	layer	type	porosity
81x81 uint16	'B17_40mi_sp1'	87	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	87	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	87	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	87	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	87	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	87	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B17_80mi_sp1'	87	"Lack of fusion"	5.61000000000000
81x81 uint16	'B17_80mi_sp2'	87	"Lack of fusion"	11.7000000000000
81x81 uint16	'B17_80mi_sp3'	87	"Keyhole porosity"	6.79000000000000
81x81 uint16	'B17_80mi_sp4'	87	"Keyhole porosity"	2.19000000000000
81x81 uint16	'B17_80mi_sp5'	87	"Keyhole porosity"	4.50000000000000
81x81 uint16	'B17_80mi_sp6'	87	"Keyhole porosity"	3.19000000000000
81x81 uint16	'B10_sp1'	88	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	88	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	88	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	88	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	88	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	88	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	88	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	88	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	88	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	88	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	88	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	88	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	88	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	88	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	88	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	88	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	88	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	88	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	88	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	88	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	88	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	88	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	88	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	88	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	88	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	88	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	88	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	88	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	88	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	88	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	88	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	88	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	88	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	88	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	88	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	88	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	88	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	88	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	88	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	88	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	88	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	88	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	88	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	88	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	88	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	88	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	88	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	88	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	88	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	88	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	88	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	88	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	88	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	88	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	88	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	88	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	88	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	88	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	88	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	88	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	88	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	88	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	88	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	88	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	88	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	89	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	89	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	89	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	89	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	89	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	89	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	89	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	89	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	89	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	89	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	89	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	89	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	89	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	89	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	89	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	89	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	89	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	89	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	89	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	89	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	89	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	89	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	89	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	89	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	89	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	89	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	89	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	89	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	89	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	89	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	89	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	89	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	89	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	89	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	89	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	89	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	89	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	89	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	89	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	89	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	89	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	89	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	89	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	89	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	89	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	89	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	89	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	89	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	89	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	89	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	89	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	89	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	89	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	89	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	89	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	89	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	89	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	89	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	89	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	89	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	89	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	89	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	89	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	89	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	89	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B17_80mi_sp1'	89	"Lack of fusion"	5.61000000000000
81x81 uint16	'B17_80mi_sp2'	89	"Lack of fusion"	11.7000000000000
81x81 uint16	'B17_80mi_sp3'	89	"Keyhole porosity"	6.79000000000000
81x81 uint16	'B17_80mi_sp4'	89	"Keyhole porosity"	2.19000000000000
81x81 uint16	'B17_80mi_sp5'	89	"Keyhole porosity"	4.50000000000000
81x81 uint16	'B17_80mi_sp6'	89	"Keyhole porosity"	3.19000000000000
81x81 uint16	'B10_sp1'	90	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	90	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	90	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	90	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	90	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	90	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	90	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	90	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	90	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	90	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	90	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	90	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	90	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	90	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	90	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	90	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	90	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	90	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	90	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	90	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	90	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	90	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	90	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	90	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	90	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	90	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	90	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	90	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	90	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	90	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	90	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	90	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	90	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	90	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	90	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	90	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	90	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	90	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	90	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	90	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	90	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	90	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	90	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	90	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	90	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	90	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	90	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	90	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	90	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	90	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	90	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	90	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	90	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	90	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	90	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	90	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	90	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	90	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	90	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	90	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	90	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	90	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	90	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	90	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	90	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	91	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	91	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	91	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	91	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	91	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	91	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	91	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	91	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	91	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	91	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	91	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	91	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	91	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	91	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	91	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	91	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	91	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	91	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	91	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	91	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	91	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	91	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	91	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	91	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	91	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	91	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	91	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	91	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	91	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	91	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	91	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	91	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	91	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	91	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	91	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	91	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	91	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	91	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	91	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	91	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	91	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	91	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	91	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	91	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	91	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	91	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	91	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	91	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	91	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	91	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	91	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	91	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	91	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	91	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	91	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	91	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	91	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	91	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	91	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	91	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	91	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	91	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	91	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	91	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	91	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B17_80mi_sp1'	91	"Lack of fusion"	5.61000000000000
81x81 uint16	'B17_80mi_sp2'	91	"Lack of fusion"	11.7000000000000
81x81 uint16	'B17_80mi_sp3'	91	"Keyhole porosity"	6.79000000000000
81x81 uint16	'B17_80mi_sp4'	91	"Keyhole porosity"	2.19000000000000
81x81 uint16	'B17_80mi_sp5'	91	"Keyhole porosity"	4.50000000000000
81x81 uint16	'B17_80mi_sp6'	91	"Keyhole porosity"	3.19000000000000
81x81 uint16	'B10_sp1'	92	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	92	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	92	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	92	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	92	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	92	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	92	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	92	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	92	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	92	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	92	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	92	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	92	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	92	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	92	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	92	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	92	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	92	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	92	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	92	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	92	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	92	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	92	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	92	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	92	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	92	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	92	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	92	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	92	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	92	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	92	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	92	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	92	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	92	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	92	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	92	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	92	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	92	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	92	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	92	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	92	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	92	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	92	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	92	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	92	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	92	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	92	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	92	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	92	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	92	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	92	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	92	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	92	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	92	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	92	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	92	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	92	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	92	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	92	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	92	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	92	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	92	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	92	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp5'	92	"Keyhole porosity"	3.31000000000000
81x81 uint16	'B17_40mi_sp6'	92	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	93	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	93	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	93	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	93	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	93	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	93	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	93	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	93	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	93	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	93	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	93	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	93	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	93	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	93	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	93	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	93	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	93	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	93	"Residual porosity"	0.00500000000000000
